代號,名稱,掛牌最高,掛牌最低
68731,泓德能源一,262,104.1
68732,泓德能源二,114,76.15
68741,倍力一,111,95.2
68901,來億一KY,124.55,92.75
68902,來億二KY,117.6,90.8
68941,衛司特一,181,112.2
69041,伯鑫一,105,99.9
69131,鴻呈一,141,111
69571,裕慶一KY,122.5,100.3
69821,大井泵浦一,119.5,94
69822,大井泵浦二,120,92.25
74021,邑錡一,316,101.45
74022,邑錡二,168,121
75561,意德士一,180,102
75562,意德士二,186,104.35
77131,威力德一,107.5,100.5
80111,台通一,178,99.2
80112,台通二,154,105.1
80113,台通三,156,105.5
80114,台通四,178,99.65
80161,矽創一,190,99.5
80211,尖點一,115,108.3
80212,尖點二,238,126
80271,鈦昇一,259,107
80272,鈦昇二,243,103
80273,鈦昇三,265,101
80281,昇陽半導體一,120.8,96.9
80282,昇陽半導體二,181,94
80341,榮群一,169,90
80381,長園科一,145,100
80391,台虹一,188,97.5
80392,台虹二,126.2,97.7
80421,金山電一,321,100
80422,金山電二,116,94
80423,金山電三,210,98.05
80424,金山電四,195,101.5
80425,金山電五,109.45,89
80426,金山電六,140.5,103
80431,蜜望實一,158,86
80441,網家一,142,98.8
80491,晶采一,248,90.5
80492,晶采二,120,40
80493,晶采三,134.7,97.5
80501,廣積一,203,100
80502,廣積二,167,100.5
80503,廣積三,212,102
80504,廣積四,158,107
80505,廣積五,200,103
80506,廣積六,158,96
80661,來思達一,110.5,99.5
80671,志旭一,182,93
80691,元太一,300,90.25
80692,元太二,202,93
80701,長華一,260,98
80702,長華二,120.5,99.1
80703,長華三,115.95,98.4
80704,長華四,188,108.95
80705,長華五,163,105
80711,豐聲一,116,88
80741,鉅橡一,189,88
80742,鉅橡二,116,79.5
80743,鉅橡三,327,108
80744,鉅橡四,318,110
80745,鉅橡五,187,105.2
80761,伍豐一,385,100
80762,伍豐二,348,107
80763,伍豐三,477,107
80764,伍豐四,128,99.7
80771,冠華一,128,73
80791,誠遠一,163,99
80792,誠遠二,163,86.5
80821,捷超一,256,117
80822,捷超二,147.5,100
80823,捷超三,139,82
80841,巨虹一,128,102.9
80851,福華一,245,84.1
80852,福華二,100,77
80871,華鎂一,112.5,100
80872,麗升能源二,107,91.1
80881,品安一,269,265
80882,品安二,151,100
80911,翔名一,187,105
80912,翔名二,151,100.95
80913,翔名三,146,100.2
80914,翔名四,154,102
80921,建暐一,103.5,98
80922,建暐二,225,100.5
80923,建暐三,147,106.6
80924,建暐四,230,110.55
80961,擎亞一,157,92
80971,鴻松一,157,101.6
80972,常珵二,381,112.2
81011,華冠一,143,53
81031,瀚荃一,232,99
81032,瀚荃二,188,97.8
81033,瀚荃三,207,96
81034,瀚荃四,219,99.5
81041,錸寶一,192,97
81042,錸寶二,119,90
81051,凌巨一,161,94.5
81052,凌巨二,103.8,81.45
81071,大億一,112.2,86
81072,大億二,123,100.5
81073,大億三,148,83.5
81091,博大一,175,106.5
81101,華東一,138,92.9
81102,華東二,112.5,97.2
81111,立碁一,190,91.75
81112,立碁二,127,93.5
81113,立碁三,126,40.3
81121,至上一,130.1,75
81122,至上二,145,100
81123,至上三,124.1,85
81124,至上四,322,107
81125,至上五,116,100.85
81126,至上六,134.6,100.5
81127,至上七,152,107
81128,至上八,288,101.5
81129,至上九,221,95.95
81141,振樺電一,124,98
81142,振樺電二,106.5,91.8
81471,正淩一,167,100.2
81472,正淩二,248,102
81473,正淩三,148,94.5
81551,博智一,355,102.05
81711,天宇一,234,104.5
81712,天宇二,119,100
81713,天宇三,140.1,99.6
81714,天宇四,136,103
81715,天宇五,128,92.05
82101,勤誠一,240,99.1
82102,勤誠二,161,110.55
82103,勤誠三,163,122.95
82131,志超一,135,100.3
82341,新漢一,121,95.05
82401,華宏一,130.5,100
82402,華宏二,106.8,97.1
82491,菱光一,156,97
82551,朋程一,132.5,100
82611,富鼎一,185,96
82612,富鼎二,120,99.3
82613,富鼎三,120,100
82661,中日一,117.1,102.2
82771,商丞一,155,93.5
82772,商丞二,235,80
82773,商丞三,107,97
82871,英格爾ㄧ,1390,96.25
82891,泰藝一,118,95
82991,群聯一,153,97
82992,群聯二,374,102
82993,群聯三,136,111.1
83491,友信一,243,107
83492,恒耀二,158,100
83493,恒耀三,214,103
83494,恒耀四,175,93.05
83541,冠郝一,144.45,94
83671,建新國際一,120.5,95
83741,羅昇一,122,93
83742,羅昇二,120,92.05
83831,千附一,182,101.95
83901,金益一,121,98.8
83902,金益二,120,101
83903,金益三,127.1,98.9
83904,金益四,107.9,99.9
83905,金益鼎五,190,104.5
84011,白紗一,150,100.5
84031,盛弘一,211,106.6
84032,盛弘二,155,101
84033,盛弘三,153,99.75
84041,百和興業一KY,123.4,100.2
84061,金可一KY,129.9,95.7
84111,福貞一KY,109,99
84112,福貞二KY,102.7,89.1
84113,福貞三KY,102.3,99.3
84201,明揚一,148.9,90.3
84211,旭源一,159,100
84221,可寧衛一,354,102.7
84222,可寧衛二,272,96.3
84291,金麗一KY,109.75,88.2
84311,匯鑽科一,163,99.2
84312,匯鑽科二,117,99.05
84331,弘帆一,147.85,98.95
84332,弘帆二,118.5,96.65
84333,弘帆三,111.5,96
84361,大江一,273,110.5
84362,大江二,164,100
84371,大地一KY,208,109.05
84372,大地二KY,202,107.6
84421,威宏一KY,210,110.6
84422,威宏二KY,158,99.75
84501,霹靂一,149.5,85.05
84621,柏文一,259,104.1
84622,柏文二,129.9,99.8
84623,柏文三,133,99.5
84661,美吉吉一KY,105.8,95.8
84662,美吉吉二KY,132,92.1
84671,波力一KY,117,100.6
84672,波力二KY,178,106.5
84673,波力三KY,146,100
84731,山林水一,107,97
84732,山林水二,162,92.95
84761,台境一,119.5,99.65
84781,東哥遊艇一,121.85,90
84881,吉源一KY,116.95,98.3
84891,三貝德一,186,106.2
84991,鼎炫一KY,135.5,98
89161,光隆一,121,101
89241,大田一,210,115
89251,偉盟一,160,95
89252,偉盟二,183,91
89253,偉盟三,131,79
89254,偉盟四,140,50.1
89255,偉盟五,101.8,84.5
89261,台汽一,165,103
89271,北基一,181,107
89272,北基二,115,101
89273,北基三,118.1,99.5
89274,北基四,118,96.55
89275,北基五,416,112.2
89276,北基六,272,98.2
89277,北基七,136,100.75
89278,北基八,133.1,91.05
89281,鉅明一,110,96
89291,富堡一,159,101
89301,青鋼一,139,65
89302,青鋼二,138,100.1
89321,宏大一,681,116
89331,愛地雅一,146,95
89332,愛地雅二,128,99.75
89333,愛地雅三,123.5,91.5
89334,愛地雅四,141.15,99.7
89335,愛地雅五,180,72
89351,邦泰一,182,103
89352,邦泰二,182,77.5
89361,國統一,105,99
89362,國統二,188,80
89363,國統三,194,101
89364,國統四,120,101.5
89381,明安一,207,100.1
89382,明安二,267,105
89383,明安三,145,99.6
89411,關中一,176,97
89421,森鉅一,321,107
89422,森鉅二,141.9,75
89423,森鉅三,236,107
89424,森鉅四,188,102
89961,高力一,246,85
89962,高力二,151,103
89963,高力三,120.5,99.5
89964,高力四,501,107
98021,鈺齊一KY,243,104.05
98022,鈺齊二KY,251,100.8
98023,鈺齊三KY,174,99.2
98024,鈺齊四KY,293,102
98025,鈺齊五KY,192,112
98026,鈺齊六KY,142.7,102.8
99061,欣巴巴一,454,111.2
99062,欣巴巴二,247,110
99063,欣巴巴三,108,91
99211,巨大一,109.8,95.2
99242,福興二,230,138
99271,泰銘一,165,95.5
99272,泰銘二,168,106.4
99331,中鼎一,154,86
99332,中鼎二,114.5,84.8
99341,成霖一,156,60
99342,成霖二,172,95
99351,慶豐富一,117,93.6
99352,慶豐富二,116,94
99353,慶豐富三,114,92.75
99381,百和一,258,98
99392,宏全二,114.15,100
99411,裕融一,134.5,100
99412,裕融二,102.5,93.3
99421,茂順一,168,97
99441,新麗一,148.7,100.45
99442,新麗二,288,99.75
99461,三發一,229,107
99551,佳龍一,602,100
99552,佳龍二,119,98
99553,佳龍三,118.5,98.05
99581,世紀鋼一,139.1,104.35
99582,世紀鋼二,195,102
99583,世紀鋼三,198,81.4
99584,世紀鋼四,196,102
99585,世紀鋼五,182,104.35
99586,世紀鋼六,189,106
99587,世紀鋼七,111.8,96
99588,世紀鋼八永,115,95.15
140201,遠東新E1永,113.5,82.5
140202,遠東新E2永,104.4,95
171501,萬洲E1,123,102
233201,友訊E1,141,96.8
235201,明基E1,139.2,95.65
240601,國碩E1,270,100
240602,國碩E2,136.05,102.05
260301,長榮E1,111.3,98.55
288601,兆豐金E1,102.15,96.25
288602,兆豐金E2,127,98
288701,台新金E1,112.1,98.5
370201,大聯大E1,156,104.1
629010,良維十,415,117.85
811210,至上十,134,92
61565,松上五,111.3,98
81114,立碁四,122.2,111.1
84762,台境二,105.5,102
